filename,depth,qops,swap_count,final_depth,runtime,init_time
/home/jmsb00nd/Documents/auto-heuristics/benchmarks/qasmbench-medium/bigadder_n18__37CYC.json,180,,117,249,0.1635,0.015
/home/jmsb00nd/Documents/auto-heuristics/benchmarks/qasmbench-medium/bv_n14__17CYC.json,19,,9,51,0.0099,0.0337
/home/jmsb00nd/Documents/auto-heuristics/benchmarks/qasmbench-medium/bv_n19__22CYC.json,24,,15,63,0.014,0.034
/home/jmsb00nd/Documents/auto-heuristics/benchmarks/qasmbench-medium/cat_state_n22__23CYC.json,24,,0,24,0.0021,0.0065
/home/jmsb00nd/Documents/auto-heuristics/benchmarks/qasmbench-medium/dnn_n16__173CYC.json,245,,12,296,0.1965,0.4161
/home/jmsb00nd/Documents/auto-heuristics/benchmarks/qasmbench-medium/ghz_state_n23__24CYC.json,25,,0,25,0.0021,0.0062
/home/jmsb00nd/Documents/auto-heuristics/benchmarks/qasmbench-medium/ising_n26__16CYC.json,10,,0,10,0.01,0.0066
/home/jmsb00nd/Documents/auto-heuristics/benchmarks/qasmbench-medium/knn_n25__15CYC.json,109,,28,180,0.0552,0.0525
/home/jmsb00nd/Documents/auto-heuristics/benchmarks/qasmbench-medium/multiplier_n15__49CYC.json,256,,217,358,0.4078,0.0214
/home/jmsb00nd/Documents/auto-heuristics/benchmarks/qasmbench-medium/multiply_n13__7CYC.json,41,,69,73,0.0651,0.0247
/home/jmsb00nd/Documents/auto-heuristics/benchmarks/qasmbench-medium/qec9xz_n17__16CYC.json,24,,80,56,0.0934,0.0269
/home/jmsb00nd/Documents/auto-heuristics/benchmarks/qasmbench-medium/qf21_n15__52CYC.json,235,,89,311,0.0934,0.0254
/home/jmsb00nd/Documents/auto-heuristics/benchmarks/qasmbench-medium/qft_n18__134CYC.json,137,,138,260,0.3607,0.1741
/home/jmsb00nd/Documents/auto-heuristics/benchmarks/qasmbench-medium/qram_n20__24CYC.json,143,,143,266,0.1526,0.0175
/home/jmsb00nd/Documents/auto-heuristics/benchmarks/qasmbench-medium/sat_n11__51CYC.json,457,,178,580,0.1705,0.017
/home/jmsb00nd/Documents/auto-heuristics/benchmarks/qasmbench-medium/seca_n11__37CYC.json,87,,73,131,0.1448,0.0347
/home/jmsb00nd/Documents/auto-heuristics/benchmarks/qasmbench-medium/square_root_n18__203CYC.json,1429,,701,2178,1.0483,0.0614
/home/jmsb00nd/Documents/auto-heuristics/benchmarks/qasmbench-medium/swap_test_n25__15CYC.json,110,,28,181,0.0499,0.0499
/home/jmsb00nd/Documents/auto-heuristics/benchmarks/qasmbench-medium/wstate_n27__55CYC.json,108,,0,108,0.016,0.008
