filename,depth,qops,swap_count,final_depth
benchmarks/polyhedral/queko-bss-81qbt/81QBT_700CYC_QSE_3.json,700,40257,11114,5313
benchmarks/polyhedral/queko-bss-81qbt/81QBT_600CYC_QSE_7.json,600,34506,9568,4697
benchmarks/polyhedral/queko-bss-81qbt/81QBT_800CYC_QSE_6.json,800,46008,12785,6083
benchmarks/polyhedral/queko-bss-81qbt/81QBT_200CYC_QSE_4.json,200,11502,3117,1463
benchmarks/polyhedral/queko-bss-81qbt/81QBT_700CYC_QSE_2.json,700,40257,11366,5715
benchmarks/polyhedral/queko-bss-81qbt/81QBT_900CYC_QSE_9.json,900,51759,14042,6703
benchmarks/polyhedral/queko-bss-81qbt/81QBT_500CYC_QSE_5.json,500,28755,8070,3826
benchmarks/polyhedral/queko-bss-81qbt/81QBT_500CYC_QSE_6.json,500,28755,7949,3958
benchmarks/polyhedral/queko-bss-81qbt/81QBT_100CYC_QSE_6.json,100,5751,1547,807
benchmarks/polyhedral/queko-bss-81qbt/81QBT_400CYC_QSE_8.json,400,23004,6550,3014
benchmarks/polyhedral/queko-bss-81qbt/81QBT_600CYC_QSE_1.json,600,34506,9286,4588
benchmarks/polyhedral/queko-bss-81qbt/81QBT_400CYC_QSE_7.json,400,23004,6199,3101
benchmarks/polyhedral/queko-bss-81qbt/81QBT_600CYC_QSE_6.json,600,34506,9143,4259
benchmarks/polyhedral/queko-bss-81qbt/81QBT_800CYC_QSE_1.json,800,46008,13176,6329
benchmarks/polyhedral/queko-bss-81qbt/81QBT_300CYC_QSE_4.json,300,17253,4554,2167
benchmarks/polyhedral/queko-bss-81qbt/81QBT_300CYC_QSE_7.json,300,17253,4715,2335
benchmarks/polyhedral/queko-bss-81qbt/81QBT_100CYC_QSE_7.json,100,5751,1525,687
benchmarks/polyhedral/queko-bss-81qbt/81QBT_300CYC_QSE_2.json,300,17253,4595,2214
benchmarks/polyhedral/queko-bss-81qbt/81QBT_700CYC_QSE_9.json,700,40257,11393,5301
benchmarks/polyhedral/queko-bss-81qbt/81QBT_100CYC_QSE_4.json,100,5751,1435,744
benchmarks/polyhedral/queko-bss-81qbt/81QBT_100CYC_QSE_3.json,100,5751,1454,689
benchmarks/polyhedral/queko-bss-81qbt/81QBT_800CYC_QSE_5.json,800,46008,12352,6078
benchmarks/polyhedral/queko-bss-81qbt/81QBT_900CYC_QSE_7.json,900,51759,14111,6646
benchmarks/polyhedral/queko-bss-81qbt/81QBT_800CYC_QSE_0.json,800,46008,12799,6301
benchmarks/polyhedral/queko-bss-81qbt/81QBT_200CYC_QSE_6.json,200,11502,3247,1564
benchmarks/polyhedral/queko-bss-81qbt/81QBT_500CYC_QSE_4.json,500,28755,7992,3908
benchmarks/polyhedral/queko-bss-81qbt/81QBT_300CYC_QSE_6.json,300,17253,4558,2211
benchmarks/polyhedral/queko-bss-81qbt/81QBT_900CYC_QSE_1.json,900,51759,14786,7025
benchmarks/polyhedral/queko-bss-81qbt/81QBT_700CYC_QSE_4.json,700,40257,11224,5369
benchmarks/polyhedral/queko-bss-81qbt/81QBT_900CYC_QSE_2.json,900,51759,13601,6704
benchmarks/polyhedral/queko-bss-81qbt/81QBT_200CYC_QSE_2.json,200,11502,2921,1486
benchmarks/polyhedral/queko-bss-81qbt/81QBT_200CYC_QSE_1.json,200,11502,3298,1637
benchmarks/polyhedral/queko-bss-81qbt/81QBT_600CYC_QSE_9.json,600,34506,9817,4811
benchmarks/polyhedral/queko-bss-81qbt/81QBT_100CYC_QSE_5.json,100,5751,1539,675
benchmarks/polyhedral/queko-bss-81qbt/81QBT_900CYC_QSE_4.json,900,51759,14237,7223
benchmarks/polyhedral/queko-bss-81qbt/81QBT_400CYC_QSE_3.json,400,23004,6316,3118
benchmarks/polyhedral/queko-bss-81qbt/81QBT_800CYC_QSE_4.json,800,46008,12918,6082
benchmarks/polyhedral/queko-bss-81qbt/81QBT_200CYC_QSE_8.json,200,11502,3237,1640
benchmarks/polyhedral/queko-bss-81qbt/81QBT_400CYC_QSE_5.json,400,23004,6387,3185
benchmarks/polyhedral/queko-bss-81qbt/81QBT_800CYC_QSE_2.json,800,46008,12609,6291
benchmarks/polyhedral/queko-bss-81qbt/81QBT_100CYC_QSE_2.json,100,5751,1539,812
benchmarks/polyhedral/queko-bss-81qbt/81QBT_500CYC_QSE_7.json,500,28755,7807,3809
benchmarks/polyhedral/queko-bss-81qbt/81QBT_500CYC_QSE_1.json,500,28755,7646,3602
benchmarks/polyhedral/queko-bss-81qbt/81QBT_100CYC_QSE_1.json,100,5751,1434,658
benchmarks/polyhedral/queko-bss-81qbt/81QBT_300CYC_QSE_8.json,300,17253,4952,2220
benchmarks/polyhedral/queko-bss-81qbt/81QBT_400CYC_QSE_1.json,400,23004,6541,3089
benchmarks/polyhedral/queko-bss-81qbt/81QBT_900CYC_QSE_3.json,900,51759,14489,6842
benchmarks/polyhedral/queko-bss-81qbt/81QBT_400CYC_QSE_9.json,400,23004,6056,2887
benchmarks/polyhedral/queko-bss-81qbt/81QBT_200CYC_QSE_3.json,200,11502,3212,1595
benchmarks/polyhedral/queko-bss-81qbt/81QBT_500CYC_QSE_0.json,500,28755,8056,3903
benchmarks/polyhedral/queko-bss-81qbt/81QBT_800CYC_QSE_8.json,800,46008,13360,6509
benchmarks/polyhedral/queko-bss-81qbt/81QBT_500CYC_QSE_3.json,500,28755,7711,3726
benchmarks/polyhedral/queko-bss-81qbt/81QBT_300CYC_QSE_0.json,300,17253,4694,2070
benchmarks/polyhedral/queko-bss-81qbt/81QBT_500CYC_QSE_2.json,500,28755,7948,3864
benchmarks/polyhedral/queko-bss-81qbt/81QBT_400CYC_QSE_0.json,400,23004,5975,2940
benchmarks/polyhedral/queko-bss-81qbt/81QBT_200CYC_QSE_0.json,200,11502,3176,1581
benchmarks/polyhedral/queko-bss-81qbt/81QBT_800CYC_QSE_3.json,800,46008,12497,6224
benchmarks/polyhedral/queko-bss-81qbt/81QBT_700CYC_QSE_1.json,700,40257,10537,5134
benchmarks/polyhedral/queko-bss-81qbt/81QBT_300CYC_QSE_3.json,300,17253,5091,2432
benchmarks/polyhedral/queko-bss-81qbt/81QBT_900CYC_QSE_8.json,900,51759,14110,6891
benchmarks/polyhedral/queko-bss-81qbt/81QBT_100CYC_QSE_0.json,100,5751,1501,643
benchmarks/polyhedral/queko-bss-81qbt/81QBT_200CYC_QSE_7.json,200,11502,3239,1418
benchmarks/polyhedral/queko-bss-81qbt/81QBT_200CYC_QSE_5.json,200,11502,3500,1661
benchmarks/polyhedral/queko-bss-81qbt/81QBT_300CYC_QSE_9.json,300,17253,4548,2201
benchmarks/polyhedral/queko-bss-81qbt/81QBT_800CYC_QSE_9.json,800,46008,12327,6139
benchmarks/polyhedral/queko-bss-81qbt/81QBT_600CYC_QSE_5.json,600,34506,10271,5192
benchmarks/polyhedral/queko-bss-81qbt/81QBT_700CYC_QSE_8.json,700,40257,11012,5289
benchmarks/polyhedral/queko-bss-81qbt/81QBT_300CYC_QSE_1.json,300,17253,4517,2079
benchmarks/polyhedral/queko-bss-81qbt/81QBT_700CYC_QSE_0.json,700,40257,10744,5244
benchmarks/polyhedral/queko-bss-81qbt/81QBT_100CYC_QSE_9.json,100,5751,1555,825
benchmarks/polyhedral/queko-bss-81qbt/81QBT_700CYC_QSE_7.json,700,40257,10898,5252
benchmarks/polyhedral/queko-bss-81qbt/81QBT_100CYC_QSE_8.json,100,5751,1456,647
benchmarks/polyhedral/queko-bss-81qbt/81QBT_600CYC_QSE_2.json,600,34506,9239,4521
benchmarks/polyhedral/queko-bss-81qbt/81QBT_500CYC_QSE_8.json,500,28755,8005,3734
benchmarks/polyhedral/queko-bss-81qbt/81QBT_200CYC_QSE_9.json,200,11502,3133,1460
benchmarks/polyhedral/queko-bss-81qbt/81QBT_500CYC_QSE_9.json,500,28755,7914,3837
benchmarks/polyhedral/queko-bss-81qbt/81QBT_900CYC_QSE_6.json,900,51759,14071,6697
benchmarks/polyhedral/queko-bss-81qbt/81QBT_700CYC_QSE_5.json,700,40257,10832,5463
benchmarks/polyhedral/queko-bss-81qbt/81QBT_600CYC_QSE_3.json,600,34506,9496,4767
benchmarks/polyhedral/queko-bss-81qbt/81QBT_600CYC_QSE_4.json,600,34506,9212,4493
benchmarks/polyhedral/queko-bss-81qbt/81QBT_300CYC_QSE_5.json,300,17253,4533,2060
benchmarks/polyhedral/queko-bss-81qbt/81QBT_600CYC_QSE_0.json,600,34506,9195,4491
benchmarks/polyhedral/queko-bss-81qbt/81QBT_900CYC_QSE_5.json,900,51759,14510,6975
benchmarks/polyhedral/queko-bss-81qbt/81QBT_400CYC_QSE_6.json,400,23004,6422,3050
benchmarks/polyhedral/queko-bss-81qbt/81QBT_400CYC_QSE_4.json,400,23004,6021,2917
benchmarks/polyhedral/queko-bss-81qbt/81QBT_600CYC_QSE_8.json,600,34506,9690,4507
benchmarks/polyhedral/queko-bss-81qbt/81QBT_700CYC_QSE_6.json,700,40257,10985,5280
benchmarks/polyhedral/queko-bss-81qbt/81QBT_800CYC_QSE_7.json,800,46008,12748,6169
benchmarks/polyhedral/queko-bss-81qbt/81QBT_400CYC_QSE_2.json,400,23004,6339,2967
benchmarks/polyhedral/queko-bss-81qbt/81QBT_900CYC_QSE_0.json,900,51759,14096,6864
