filename,depth,qops,swap_count,final_depth
benchmarks/polyhedral/queko-bss-81qbt/81QBT_700CYC_QSE_3.json,700,40257,13251,5655
benchmarks/polyhedral/queko-bss-81qbt/81QBT_600CYC_QSE_7.json,600,34506,9743,4654
benchmarks/polyhedral/queko-bss-81qbt/81QBT_800CYC_QSE_6.json,800,46008,13113,6278
benchmarks/polyhedral/queko-bss-81qbt/81QBT_200CYC_QSE_4.json,200,11502,4445,1731
benchmarks/polyhedral/queko-bss-81qbt/81QBT_700CYC_QSE_2.json,700,40257,12932,5685
benchmarks/polyhedral/queko-bss-81qbt/81QBT_900CYC_QSE_9.json,900,51759,16656,7303
benchmarks/polyhedral/queko-bss-81qbt/81QBT_500CYC_QSE_5.json,500,28755,8876,3922
benchmarks/polyhedral/queko-bss-81qbt/81QBT_500CYC_QSE_6.json,500,28755,10041,4227
benchmarks/polyhedral/queko-bss-81qbt/81QBT_100CYC_QSE_6.json,100,5751,2290,907
benchmarks/polyhedral/queko-bss-81qbt/81QBT_400CYC_QSE_8.json,400,23004,7737,3297
benchmarks/polyhedral/queko-bss-81qbt/81QBT_600CYC_QSE_1.json,600,34506,10031,4753
benchmarks/polyhedral/queko-bss-81qbt/81QBT_400CYC_QSE_7.json,400,23004,6634,3054
benchmarks/polyhedral/queko-bss-81qbt/81QBT_600CYC_QSE_6.json,600,34506,9210,4584
benchmarks/polyhedral/queko-bss-81qbt/81QBT_800CYC_QSE_1.json,800,46008,12936,6261
benchmarks/polyhedral/queko-bss-81qbt/81QBT_300CYC_QSE_4.json,300,17253,6635,2559
benchmarks/polyhedral/queko-bss-81qbt/81QBT_300CYC_QSE_7.json,300,17253,5965,2593
benchmarks/polyhedral/queko-bss-81qbt/81QBT_100CYC_QSE_7.json,100,5751,2126,837
benchmarks/polyhedral/queko-bss-81qbt/81QBT_300CYC_QSE_2.json,300,17253,5925,2443
benchmarks/polyhedral/queko-bss-81qbt/81QBT_700CYC_QSE_9.json,700,40257,14793,5950
benchmarks/polyhedral/queko-bss-81qbt/81QBT_100CYC_QSE_4.json,100,5751,2430,954
benchmarks/polyhedral/queko-bss-81qbt/81QBT_100CYC_QSE_3.json,100,5751,2504,925
benchmarks/polyhedral/queko-bss-81qbt/81QBT_800CYC_QSE_5.json,800,46008,14538,6488
benchmarks/polyhedral/queko-bss-81qbt/81QBT_900CYC_QSE_7.json,900,51759,17670,7582
benchmarks/polyhedral/queko-bss-81qbt/81QBT_800CYC_QSE_0.json,800,46008,12894,6200
benchmarks/polyhedral/queko-bss-81qbt/81QBT_200CYC_QSE_6.json,200,11502,4577,1785
benchmarks/polyhedral/queko-bss-81qbt/81QBT_500CYC_QSE_4.json,500,28755,9430,4196
benchmarks/polyhedral/queko-bss-81qbt/81QBT_300CYC_QSE_6.json,300,17253,6756,2601
benchmarks/polyhedral/queko-bss-81qbt/81QBT_900CYC_QSE_1.json,900,51759,18897,7617
benchmarks/polyhedral/queko-bss-81qbt/81QBT_700CYC_QSE_4.json,700,40257,12965,5770
benchmarks/polyhedral/queko-bss-81qbt/81QBT_900CYC_QSE_2.json,900,51759,19304,7892
benchmarks/polyhedral/queko-bss-81qbt/81QBT_200CYC_QSE_2.json,200,11502,5018,1915
benchmarks/polyhedral/queko-bss-81qbt/81QBT_200CYC_QSE_1.json,200,11502,4672,1770
benchmarks/polyhedral/queko-bss-81qbt/81QBT_600CYC_QSE_9.json,600,34506,10961,4857
