filename,final_depth,swap_count,runtime,init_time
81QBT_100CYC_QSE_0.json,435,1140,3.9751102924346924,4.950675010681152
81QBT_100CYC_QSE_1.json,446,1175,3.8409602642059326,4.919937610626221
81QBT_100CYC_QSE_2.json,587,1391,5.03220009803772,5.402328729629517
81QBT_100CYC_QSE_3.json,432,1109,3.879706621170044,5.0660459995269775
81QBT_100CYC_QSE_4.json,537,1324,4.533390522003174,5.095245361328125
81QBT_100CYC_QSE_5.json,495,1254,4.770483732223511,4.777688503265381
81QBT_100CYC_QSE_6.json,496,1260,4.391061305999756,5.000072717666626
81QBT_100CYC_QSE_7.json,509,1235,4.6160008907318115,5.043323755264282
81QBT_100CYC_QSE_8.json,471,1216,5.097803115844727,4.9934446811676025
81QBT_100CYC_QSE_9.json,472,1199,4.376337051391602,4.887546062469482
81QBT_200CYC_QSE_0.json,1005,2279,7.434061765670776,5.212235689163208
81QBT_200CYC_QSE_1.json,1032,2373,7.844791889190674,4.932637453079224
81QBT_200CYC_QSE_2.json,1081,2566,8.376267671585083,5.056085109710693
81QBT_200CYC_QSE_3.json,952,2386,8.504875898361206,5.118208885192871
81QBT_200CYC_QSE_4.json,941,2230,7.497330904006958,5.500730037689209
81QBT_200CYC_QSE_5.json,1065,2668,8.162909746170044,5.273159980773926
81QBT_200CYC_QSE_6.json,996,2668,9.382402896881104,5.16270637512207
81QBT_200CYC_QSE_7.json,1060,2318,7.693706750869751,5.587872266769409
81QBT_200CYC_QSE_8.json,1097,2631,8.792065143585205,5.281701326370239
81QBT_200CYC_QSE_9.json,1005,2499,8.040764808654785,5.1644287109375
81QBT_300CYC_QSE_0.json,1539,3902,12.25314712524414,5.405436038970947
81QBT_300CYC_QSE_1.json,1491,3571,10.328211069107056,4.835675239562988
81QBT_300CYC_QSE_2.json,1698,3848,11.850273370742798,5.394790410995483
81QBT_300CYC_QSE_3.json,1658,3847,10.831831216812134,4.752640962600708
81QBT_300CYC_QSE_4.json,1512,3484,9.22566294670105,4.955525636672974
81QBT_300CYC_QSE_5.json,1689,3665,11.127899885177612,5.145441293716431
81QBT_300CYC_QSE_6.json,1397,3471,11.176524877548218,5.129355430603027
81QBT_300CYC_QSE_7.json,1522,3656,10.01241421699524,5.077876806259155
81QBT_300CYC_QSE_8.json,1415,3664,11.643762111663818,5.439090013504028
81QBT_300CYC_QSE_9.json,1547,4078,12.507172346115112,5.237848997116089
81QBT_400CYC_QSE_0.json,2198,4766,11.900466442108154,4.990544319152832
81QBT_400CYC_QSE_1.json,2280,5293,13.482327938079834,5.057175159454346
81QBT_400CYC_QSE_2.json,2004,4830,12.386506795883179,5.078369379043579
81QBT_400CYC_QSE_3.json,2092,4951,12.153152704238892,5.135763645172119
81QBT_400CYC_QSE_4.json,2133,5118,13.115739345550537,5.109817266464233
81QBT_400CYC_QSE_5.json,2117,5082,13.320843935012817,5.175903797149658
81QBT_400CYC_QSE_6.json,2047,4772,11.620882034301758,4.8953375816345215
81QBT_400CYC_QSE_7.json,2125,4955,12.643642902374268,5.073777914047241
81QBT_400CYC_QSE_8.json,2079,4979,13.237663507461548,5.044636487960815
81QBT_400CYC_QSE_9.json,2028,4844,12.483150959014893,5.293205976486206
81QBT_500CYC_QSE_0.json,2736,6203,14.379340887069702,4.87401819229126
81QBT_500CYC_QSE_1.json,2728,6366,13.439943790435791,4.956376075744629
81QBT_500CYC_QSE_2.json,2596,6063,13.609309196472168,4.781513690948486
81QBT_500CYC_QSE_3.json,2562,6059,13.69779634475708,5.207380533218384
81QBT_500CYC_QSE_4.json,2976,6681,14.335516929626465,5.005141496658325
81QBT_500CYC_QSE_5.json,2662,6092,13.774751901626587,4.812523126602173
81QBT_500CYC_QSE_6.json,2598,6254,14.211035966873169,4.828912973403931
81QBT_500CYC_QSE_7.json,2549,6281,14.446769952774048,4.8959550857543945
81QBT_500CYC_QSE_8.json,2571,5716,12.865453481674194,5.116352081298828
81QBT_500CYC_QSE_9.json,2657,6274,14.15511679649353,5.027468919754028
81QBT_600CYC_QSE_0.json,3375,7629,17.375929594039917,5.037830114364624
81QBT_600CYC_QSE_1.json,3232,7404,16.972988605499268,5.403217077255249
81QBT_600CYC_QSE_2.json,3100,7387,17.451823234558105,5.181001663208008
81QBT_600CYC_QSE_3.json,3335,7579,17.59921145439148,5.433190584182739
81QBT_600CYC_QSE_4.json,3186,7491,17.343225240707397,5.381196737289429
81QBT_600CYC_QSE_5.json,3376,7780,18.830766677856445,5.2268195152282715
81QBT_600CYC_QSE_6.json,3326,7538,19.11138105392456,5.779653072357178
81QBT_600CYC_QSE_7.json,3272,7534,19.357089281082153,5.696929931640625
81QBT_600CYC_QSE_8.json,3415,8042,19.985872983932495,4.953597545623779
81QBT_600CYC_QSE_9.json,3444,8012,19.560903787612915,5.450146436691284
81QBT_700CYC_QSE_0.json,3807,9101,19.489176273345947,5.424033164978027
81QBT_700CYC_QSE_1.json,3805,8886,21.077351331710815,5.623129367828369
81QBT_700CYC_QSE_2.json,3842,8645,19.34143900871277,5.26368260383606
81QBT_700CYC_QSE_3.json,3882,8441,18.608964920043945,5.516407012939453
81QBT_700CYC_QSE_4.json,3817,8855,18.83041286468506,4.995647668838501
81QBT_700CYC_QSE_5.json,3942,8703,21.112629175186157,5.111503839492798
81QBT_700CYC_QSE_6.json,3883,8819,18.260478496551514,5.101476192474365
81QBT_700CYC_QSE_7.json,3945,8852,15.884911298751831,4.8934102058410645
81QBT_700CYC_QSE_8.json,3967,8949,17.308152198791504,4.983063220977783
81QBT_700CYC_QSE_9.json,3849,8531,21.744137287139893,4.99451756477356
81QBT_800CYC_QSE_0.json,4445,9914,19.177918195724487,5.004673719406128
81QBT_800CYC_QSE_1.json,4709,10759,22.412965059280396,5.2284698486328125
81QBT_800CYC_QSE_2.json,4827,10225,22.248857736587524,5.32766056060791
81QBT_800CYC_QSE_3.json,4425,9970,20.308942794799805,5.264142990112305
81QBT_800CYC_QSE_4.json,4372,10205,26.04992127418518,5.914636850357056
81QBT_800CYC_QSE_5.json,4294,9477,19.730289459228516,5.966712951660156
81QBT_800CYC_QSE_6.json,4475,10024,23.698285579681396,6.139796733856201
81QBT_800CYC_QSE_7.json,4577,10110,25.0782573223114,6.538173198699951
81QBT_800CYC_QSE_8.json,4435,10390,23.256099462509155,6.042654514312744
81QBT_800CYC_QSE_9.json,4463,9922,24.4192214012146,5.581023931503296
81QBT_900CYC_QSE_0.json,5059,11125,23.922510862350464,6.637530088424683
81QBT_900CYC_QSE_1.json,5003,11262,26.86590814590454,8.536404132843018
81QBT_900CYC_QSE_2.json,5320,11506,23.80651307106018,5.07916522026062
81QBT_900CYC_QSE_3.json,5084,11573,24.93000841140747,5.273667812347412
81QBT_900CYC_QSE_4.json,4996,11529,22.8192081451416,5.1623854637146
81QBT_900CYC_QSE_5.json,5213,11693,25.71238088607788,4.988218545913696
81QBT_900CYC_QSE_6.json,5373,12074,25.021484375,5.856581687927246
81QBT_900CYC_QSE_7.json,5080,11311,24.315431118011475,5.554852485656738
81QBT_900CYC_QSE_8.json,5135,11231,21.22251605987549,6.3115074634552
81QBT_900CYC_QSE_9.json,5096,11367,21.618687629699707,5.097677707672119
